question_uid,branch,subject,topic,qtype,difficulty,statement,option_A,option_B,option_C,option_D,correct_answer,explanation,tags,estimated_time,marks
f87b2823-fae8-4716-a04e-866575fb77ce,CSE,Algorithms,Algorithms - Topic 1,NUM,Expert,"Given values a=65 and b=100 in Algorithms - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9219f5e9-8720-4106-80f2-4362bc2a1be8,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=49 and b=98 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e7fa580e-a4b0-46f8-bbb7-b1fe3f008088,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 2,NUM,Hard,"Given values a=93 and b=4 in Mechatronics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e3a5ec2b-fdd6-44e4-9749-5f02fb583cb2,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=67 and b=39 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
21d4582e-7612-4ffc-8dd3-d366bcf119cb,Environmental,Environmental Fundamentals,Environmental Fundamentals - Topic 1,NUM,Expert,"Given values a=29 and b=22 in Environmental Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1ab2c7cf-4bac-4701-b518-74172e161046,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=7 and b=63 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
35ff16bb-21aa-431d-8c36-d19e668536c3,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=87 and b=30 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1f0a217c-6bdf-4785-bd7e-20bcc1af3349,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=76 and b=39 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a6b8b7fe-a133-4096-b78d-c885511360aa,Environmental,Environmental Applications,Environmental Applications - Topic 1,NUM,Hard,"Given values a=92 and b=23 in Environmental Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
aa9d8772-7b2b-48ac-aeff-a29158497c30,Civil,Civil Applications,Civil Applications - Topic 1,NUM,Hard,"Given values a=11 and b=40 in Civil Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
971cb714-f80d-4164-8b9f-ac53ef68ffb6,ECE,Communication Systems,Communication Systems - Topic 2,NUM,Hard,"Given values a=88 and b=65 in Communication Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a285b9fd-e6aa-4d23-89be-19e7c50b8e23,Civil,Civil Fundamentals,Civil Fundamentals - Topic 1,NUM,Expert,"Given values a=24 and b=9 in Civil Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a566e6d4-7b64-494f-8ae4-1260da905d60,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=25 and b=66 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8f840279-2ef2-439c-bddb-be66f3bad0ae,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=2 and b=70 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ec2675f4-b33b-487c-b2cb-904121d9b272,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,NUM,Medium,"Given values a=67 and b=51 in Cyber Security Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f8d4b8bf-62f8-41da-941b-e6ee0a637140,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 2,NUM,Hard,"Given values a=43 and b=59 in Mechatronics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
65819add-fd67-4165-931f-b1efa1e5d364,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=8 and b=83 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
82a58f92-3c56-49e7-ace7-dabb7b91bf28,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=31 and b=23 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9c52b97c-7032-4ca7-8feb-da17efc07280,EEE,EEE Fundamentals,EEE Fundamentals - Topic 1,NUM,Medium,"Given values a=23 and b=95 in EEE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
571395da-a327-4ba3-b287-a21f40f7d21c,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 2,NUM,Easy,"Given values a=85 and b=58 in Chemical Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a36542a9-328c-4858-a131-81b0e21e619a,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 2,NUM,Expert,"Given values a=24 and b=90 in Cyber Security Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
acbf4599-37e2-4f81-a45d-1211079753c8,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=84 and b=59 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
723ef509-e00f-4a57-86d6-c073f41c8818,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=31 and b=93 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9d3cec6b-08c1-4e8c-8f8f-83bdc6f627e4,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=86 and b=49 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
383b8aba-1f1e-40f2-a3fb-d01f3857090b,ECE,Circuits,Circuits - Topic 1,NUM,Expert,"Given values a=70 and b=33 in Circuits - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e09303c7-4fee-4df1-b7d9-701f066620aa,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=68 and b=43 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f5d84e31-a864-4bfb-9a4a-3a2ce155eec2,Data Science,Data Science Applications,Data Science Applications - Topic 1,NUM,Expert,"Given values a=11 and b=7 in Data Science Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b59a1f28-ac1e-40b1-9af7-33fb5ef7eaa2,CSE,Data Structures,Data Structures - Topic 1,NUM,Expert,"Given values a=11 and b=61 in Data Structures - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4d0ea726-fa77-4504-93e1-89dd9071576b,Environmental,Environmental Fundamentals,Environmental Fundamentals - Topic 1,NUM,Expert,"Given values a=63 and b=56 in Environmental Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
cd7326b7-5423-426f-95b3-2b21934989c3,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 2,NUM,Easy,"Given values a=78 and b=10 in Aerospace Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a0b5af77-2ab1-4720-9ed5-9d41b3f3e9a7,Environmental,Environmental Fundamentals,Environmental Fundamentals - Topic 2,NUM,Hard,"Given values a=67 and b=53 in Environmental Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
426e275e-feda-4626-b5c2-83e52c52a411,Civil,Civil Applications,Civil Applications - Topic 2,NUM,Easy,"Given values a=82 and b=40 in Civil Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ee40fff9-4f81-43e8-ba7d-1fb1157fa507,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 2,NUM,Easy,"Given values a=56 and b=23 in Aerospace Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d702cc0c-e365-418b-9f40-5c384505061d,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 1,NUM,Easy,"Given values a=93 and b=79 in Fluid Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
46a49667-d0ef-4d6c-90df-0d74d5c3345e,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=73 and b=64 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
56e87f36-8b35-4f9a-9b16-cadcfd84ea34,Civil,Civil Fundamentals,Civil Fundamentals - Topic 2,NUM,Easy,"Given values a=18 and b=32 in Civil Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b4cb3962-4078-44ff-9f0e-ee4002767f72,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 2,NUM,Medium,"Given values a=38 and b=83 in Biotechnology Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e90186d3-a499-49a6-be85-7057d8fa3c98,EEE,EEE Fundamentals,EEE Fundamentals - Topic 1,NUM,Medium,"Given values a=52 and b=22 in EEE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
30ed4d36-7eef-4944-9e1b-58d26d240f3d,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=36 and b=50 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
44464b7a-b800-46b6-a3df-a4554c674b94,ECE,Communication Systems,Communication Systems - Topic 2,NUM,Hard,"Given values a=10 and b=37 in Communication Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
06a13aa0-3100-4db4-b680-65088cb6ad5f,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 1,NUM,Easy,"Given values a=89 and b=69 in Industrial Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e70d66be-1d20-414d-9fac-2d0a8ef0e171,Automobile,Automobile Applications,Automobile Applications - Topic 1,NUM,Hard,"Given values a=45 and b=51 in Automobile Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c969b115-b0fe-4843-ba6a-cf8293fd0d42,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=88 and b=31 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ec612efb-21c8-4c14-91d0-b4f54797b6a9,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 2,NUM,Medium,"Given values a=30 and b=92 in Mechatronics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c0e6726e-e2d4-4756-9da0-7115c97e1987,CSE,Computer Networks,Computer Networks - Topic 2,NUM,Hard,"Given values a=47 and b=48 in Computer Networks - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
605e28e4-a555-4174-b3e6-d9fa2f657b86,CSE,Databases,Databases - Topic 2,NUM,Medium,"Given values a=15 and b=65 in Databases - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f9a32d53-aa3b-48e9-be32-1e39fe396e83,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=97 and b=17 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ff6278d1-eeeb-4608-aafc-761a2934c113,CSE,Data Structures,Data Structures - Topic 2,NUM,Easy,"Given values a=18 and b=86 in Data Structures - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0323bf97-5746-4981-b311-76ed5b05e60d,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=11 and b=82 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3feb04d8-6443-4689-a8f4-c2f10a8702d5,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=59 and b=94 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2aabec3d-3ed4-4439-bc68-1624672ccd4a,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,NUM,Expert,"Given values a=63 and b=56 in Robotics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
48e2019a-efd5-4b83-8969-1980dbe109ee,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 2,NUM,Easy,"Given values a=10 and b=79 in Aerospace Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2bce5382-6c0b-46f6-bf98-825aa60d51b0,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=43 and b=15 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2cd5d299-9ed0-4681-a025-5e8df86a1c5d,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=78 and b=6 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2611aad6-9b29-4a8d-9d2d-7508da2a6c4b,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=86 and b=50 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
76c1f639-f506-43fa-99c1-e4ac00a7ab40,CSE,Computer Networks,Computer Networks - Topic 2,NUM,Hard,"Given values a=68 and b=37 in Computer Networks - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b00cc468-768a-4e17-ac41-31eda797efdd,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=48 and b=72 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
638335e8-6052-40a9-a2db-d866bafc0558,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=40 and b=25 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1b03a10c-d4b1-4576-851f-6250ddfd7ab4,Civil,Civil Fundamentals,Civil Fundamentals - Topic 2,NUM,Easy,"Given values a=53 and b=63 in Civil Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e80fd286-deac-4f19-a136-e6c3a9dc9efe,CSE,Algorithms,Algorithms - Topic 2,NUM,Medium,"Given values a=47 and b=55 in Algorithms - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
bafa1c34-d1eb-4bb4-835b-d629b13002a2,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,NUM,Expert,"Given values a=53 and b=45 in Industrial Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5c509849-2114-4751-8b43-3cee8de9e383,ECE,Signals,Signals - Topic 1,NUM,Hard,"Given values a=74 and b=78 in Signals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0b98de5f-c434-4189-956f-4f7c1572cae3,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=50 and b=86 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e62f49ad-3a96-486c-b2f5-280cf6a372e6,CSE,Computer Networks,Computer Networks - Topic 2,NUM,Hard,"Given values a=1 and b=85 in Computer Networks - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
80e599f8-9ca1-487a-85ec-ce26361ceb24,Civil,Civil Fundamentals,Civil Fundamentals - Topic 2,NUM,Easy,"Given values a=40 and b=70 in Civil Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b6bb4daf-14a8-4353-9c49-e6cb320960ee,CSE,Algorithms,Algorithms - Topic 2,NUM,Medium,"Given values a=50 and b=89 in Algorithms - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
fe972666-6799-44dd-b95b-2ab5afcb7cd2,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=2 and b=76 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ff0820c5-053b-491d-a487-b09b13952113,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 2,NUM,Medium,"Given values a=22 and b=93 in Biotechnology Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2314aa5d-ba26-4dea-82a1-d0194fff2832,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=16 and b=21 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9ad6e2c3-a64b-4eb5-882c-a853da84bdfc,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=4 and b=45 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3dd0e734-df0d-48fc-ab07-ccd1371cf59b,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 2,NUM,Expert,"Given values a=51 and b=23 in Cyber Security Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5f5cb903-47c6-40af-b924-106ff8feb9dc,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=49 and b=57 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
cd71b696-2939-4bff-8a32-525fdad74aaa,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=74 and b=53 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f9b50d4f-e4be-49a4-993e-3fcf2583a138,Mechanical,Thermodynamics,Thermodynamics - Topic 1,NUM,Medium,"Given values a=40 and b=56 in Thermodynamics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
59d4d6e1-d91e-4aa0-ba0d-ff8d16526fb8,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 1,NUM,Medium,"Given values a=29 and b=28 in Automobile Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d67f56bc-28e1-4a23-bf60-aebf14b663a7,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=20 and b=99 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
